"DataInicial";"DataFinal";"Cd_Exercicio";"Cd_AnoExecucao";"Administracao";"Cd_Orgao";"Sigla_Orgao";"Ds_Orgao";"Cd_Unidade";"Ds_Unidade";"Cd_Funcao";"Ds_Funcao";"Cd_SubFuncao";"Ds_SubFuncao";"Cd_Programa";"Ds_Programa";"PA";"PAPA";"ProjetoAtividade";"Ds_Projeto_Atividade";"ProjAtiv_Descricao";"Cd_Despesa";"Ds_Despesa";"Categoria_Despesa";"Ds_Categoria";"Grupo_Despesa";"Ds_Grupo";"Cd_Modalidade";"Ds_Modalidade";"Cd_Elemento";"Cd_Fonte";"Ds_Fonte";"COD_EX_FONT_REC";"TXT_EX_FONT_REC";"COD_DSTN_REC";"TXT_DSTN_REC";"COD_VINC_REC_PMSP";"TXT_VINC_PMSP";"COD_TIP_CRED_ORCM";"TXT_TIP_CRED_ORCM";"COD_RDZD_FONT_REC";"TXT_FONT_REC_RDZD";"Cd_Nro_Emenda_Dotacao";"Vl_Orcado_Ano";"Vl_Suplementado";"Vl_Reduzido";"Vl_SuplementadoLiquido";"Vl_SuplementadoEmTramitacao";"Vl_ReduzidoEmTramitacao";"Vl_Orcado_Atualizado";"Vl_Congelado";"Vl_Descongelado";"Vl_CongeladoLiquido";"Disponivel";"Vl_ReservadoLiquido";"Vl_EmpenhadoLiquido";"Vl_Liquidado";"Vl_Pago";"Saldo_Dotacao";"DataExtracao"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"06";"Segurança Pública";"181";"Policiamento";"1170";"Ampliação da proteção ao cidadão";"Atividades";"Atividades";"8020";"Ações Integradas de Segurança Pública - Convênio SSP SP";"8020 - Ações Integradas de Segurança Pública - Convênio SSP SP";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1000";"0,00";"0,00";"0,00";"0,00";"0,00";"1000,00";"1000,00";"0,00";"1000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1106";"E2885 - Construção De Ceu No Bairro Jardim Panamericano";"1106 - E2885 - Construção De Ceu No Bairro Jardim Panamericano";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1000";"0,00";"0,00";"0,00";"0,00";"0,00";"1000,00";"1000,00";"0,00";"1000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1848";"Reforma e Ampliação de Unidades Educacionais Integradas";"1848 - Reforma e Ampliação de Unidades Educacionais Integradas";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10000000";"0,00";"5372467,00";"-5372467,00";"0,00";"0,00";"4627533,00";"0,00";"0,00";"0,00";"4627533,00";"4627532,28";"4627532,28";"4627051,81";"4627051,81";"0,72";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1849";"Construção de Unidades Educacionais Integradas";"1849 - Construção de Unidades Educacionais Integradas";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8130000";"6367777,47";"4161437,00";"2206340,47";"0,00";"0,00";"10336340,47";"0,00";"0,00";"0,00";"10336340,47";"10336340,40";"10336340,40";"8786758,18";"8786758,18";"0,07";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1849";"Construção de Unidades Educacionais Integradas";"1849 - Construção de Unidades Educacionais Integradas";"44906100";"Aquisição de Imóveis";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"61";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5000000";"0,00";"5000000,00";"-5000000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1849";"Construção de Unidades Educacionais Integradas";"1849 - Construção de Unidades Educacionais Integradas";"44909200";"Despesas de Exercícios Anteriores";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"92";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"216946,70";"0,00";"216946,70";"0,00";"0,00";"216946,70";"0,00";"0,00";"0,00";"216946,70";"216946,70";"216946,70";"216946,70";"216946,70";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1964";"E47 - Implantação De Centro Unificado Educacional (Ceu) No Bairro Da Vila Ema – Zona Leste.";"1964 - E47 - Implantação De Centro Unificado Educacional (Ceu) No Bairro Da Vila Ema – Zona Leste.";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20000";"0,00";"0,00";"0,00";"0,00";"0,00";"20000,00";"20000,00";"0,00";"20000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1971";"E59 - Reforma De Centro Unificado Educacional (Ceu) Teotônio Vilela No Bairro De Sapobemba – Zona Leste.

";"1971 - E59 - Reforma De Centro Unificado Educacional (Ceu) Teotônio Vilela No Bairro De Sapobemba – Zona Leste.

";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1000";"0,00";"0,00";"0,00";"0,00";"0,00";"1000,00";"1000,00";"0,00";"1000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Projetos";"Projetos";"1996";"E3123 - Implantação Da Praça De Exercícios Do Idoso Com Equipamentos De Ginástica Para 3ª Idade Com 3 Quiosques E Pista De Bocha No Ceu Sapopemba";"1996 - E3123 - Implantação Da Praça De Exercícios Do Idoso Com Equipamentos De Ginástica Para 3ª Idade Com 3 Quiosques E Pista De Bocha No Ceu Sapopemba";"44905100";"Obras e Instalações";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"51";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"50000";"0,00";"0,00";"0,00";"0,00";"0,00";"50000,00";"50000,00";"50000,00";"0,00";"50000,00";"0,00";"0,00";"0,00";"0,00";"50000,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2345";"E1262 - Elaboração, Acompanhamento E Monitoramento Do Processo De Construção Do Plano Municipal De Educação Da Cidade De São Paulo.";"2345 - E1262 - Elaboração, Acompanhamento E Monitoramento Do Processo De Construção Do Plano Municipal De Educação Da Cidade De São Paulo.";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"200000";"0,00";"0,00";"0,00";"0,00";"0,00";"200000,00";"200000,00";"0,00";"200000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Pessoal";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"31901100";"Vencimentos e Vantagens Fixas - Pessoal Civil";"3";"Despesas Correntes";"1";"PESSOAL E ENCARGOS SOCIAIS";"90";"Aplicações Diretas";"11";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"160475185";"0,00";"106020357,90";"-106020357,90";"0,00";"0,00";"54454827,10";"0,00";"0,00";"0,00";"54454827,10";"54454827,10";"54454827,10";"54454827,10";"54454827,10";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Pessoal";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"31909200";"Despesas de Exercícios Anteriores";"3";"Despesas Correntes";"1";"PESSOAL E ENCARGOS SOCIAIS";"90";"Aplicações Diretas";"92";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"4913427,56";"0,00";"4913427,56";"0,00";"0,00";"4913427,56";"0,00";"0,00";"0,00";"4913427,56";"4913427,56";"4913427,56";"4913427,56";"4913427,56";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33903000";"Material de Consumo";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"30";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2429819";"0,00";"1619428,00";"-1619428,00";"0,00";"0,00";"810391,00";"0,00";"0,00";"0,00";"810391,00";"807240,92";"801140,62";"768530,92";"765904,27";"3150,08";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33903600";"Outros Serviços de Terceiros - Pessoa Física";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"36";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"100000";"0,00";"99999,98";"-99999,98";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33903700";"Locação de Mão-de-Obra";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"37";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"19400000";"27067935,82";"93909,00";"26974026,82";"0,00";"0,00";"46374026,82";"0,00";"0,00";"0,00";"46374026,82";"46374026,66";"45847289,06";"43465519,46";"42646332,87";"0,16";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"83244417";"5331043,58";"29795796,76";"-24464753,18";"0,00";"0,00";"58779663,82";"0,00";"0,00";"0,00";"58779663,82";"58741004,15";"57938886,09";"48151580,22";"46085864,52";"38659,67";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Auxílios";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33904600";"Auxílio-Alimentação";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"46";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2143567";"195040,74";"0,00";"195040,74";"0,00";"0,00";"2338607,74";"0,00";"0,00";"0,00";"2338607,74";"2338597,35";"2338597,35";"2338597,35";"2338597,35";"10,39";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33904700";"Obrigações Tributárias e Contributivas";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"47";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20000";"91477,96";"0,00";"91477,96";"0,00";"0,00";"111477,96";"0,00";"0,00";"0,00";"111477,96";"111477,96";"111477,96";"89052,43";"80892,17";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Auxílios";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33904900";"Auxílio-Transporte";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"49";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"160923";"46581,57";"28708,14";"17873,43";"0,00";"0,00";"178796,43";"0,00";"0,00";"0,00";"178796,43";"178792,24";"178792,24";"178792,24";"178792,24";"4,19";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"33909200";"Despesas de Exercícios Anteriores";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"92";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"1618439,91";"0,00";"1618439,91";"0,00";"0,00";"1618439,91";"0,00";"0,00";"0,00";"1618439,91";"1618439,91";"1618439,91";"1618439,91";"1618439,91";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2851";"Operação e Manutenção dos Centros Educacionais Unificados";"2851 - Operação e Manutenção dos Centros Educacionais Unificados";"44905200";"Equipamentos e Material Permanente";"4";"Despesas de Capital";"4";"INVESTIMENTOS";"90";"Aplicações Diretas";"52";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1957000";"0,00";"1168969,00";"-1168969,00";"0,00";"0,00";"788031,00";"0,00";"0,00";"0,00";"788031,00";"743777,99";"624588,00";"624588,00";"624588,00";"44253,01";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2871";"Manutenção e Conservação de Centros Educacionais Unificados";"2871 - Manutenção e Conservação de Centros Educacionais Unificados";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"8394924";"8085006,07";"2233212,00";"5851794,07";"0,00";"0,00";"14246718,07";"0,00";"0,00";"0,00";"14246718,07";"14246717,73";"14240952,56";"941485,81";"392942,65";"0,34";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2872";"Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"2872 - Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"33903000";"Material de Consumo";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"30";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"300000";"0,00";"300000,00";"-300000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2872";"Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"2872 - Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"33903600";"Outros Serviços de Terceiros - Pessoa Física";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"36";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"3036954";"0,00";"93040,00";"-93040,00";"0,00";"0,00";"2943914,00";"0,00";"0,00";"0,00";"2943914,00";"2943914,00";"2917792,00";"2892192,00";"2891562,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2872";"Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"2872 - Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4394924";"0,00";"1070972,00";"-1070972,00";"0,00";"0,00";"3323952,00";"0,00";"0,00";"0,00";"3323952,00";"3323952,00";"3316352,00";"3307052,00";"3307052,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2872";"Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"2872 - Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"33904700";"Obrigações Tributárias e Contributivas";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"47";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1592650";"0,00";"739251,00";"-739251,00";"0,00";"0,00";"853399,00";"0,00";"0,00";"0,00";"853399,00";"853398,47";"851640,07";"781314,39";"720642,39";"0,53";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1124";"Acesso à educação e qualidade do ensino - Educação integrada";"Atividades";"Atividades";"2872";"Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"2872 - Realização de Eventos Educacionais, Culturais e Esportivos nos Centros Educacionais Unificados";"33909200";"Despesas de Exercícios Anteriores";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"92";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";"4050,00";"0,00";"4050,00";"0,00";"0,00";"4050,00";"0,00";"0,00";"0,00";"4050,00";"4050,00";"4050,00";"4050,00";"4050,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1126";"Acesso à educação e qualidade do ensino - Ampliação do tempo de permanência do aluno";"Atividades";"Atividades";"2810";"Apoio a Projetos Especiais -APM's";"2810 - Apoio a Projetos Especiais -APM's";"33903900";"Outros Serviços de Terceiros - Pessoa Jurídica";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"39";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5073908";"0,00";"5073908,00";"-5073908,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1126";"Acesso à educação e qualidade do ensino - Ampliação do tempo de permanência do aluno";"Atividades";"Atividades";"2830";"Escola de Sete Horas";"2830 - Escola de Sete Horas";"33903000";"Material de Consumo";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"30";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"800000";"0,00";"0,00";"0,00";"0,00";"0,00";"800000,00";"0,00";"0,00";"0,00";"800000,00";"742841,42";"730310,43";"612451,83";"418662,53";"57158,58";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1126";"Acesso à educação e qualidade do ensino - Ampliação do tempo de permanência do aluno";"Atividades";"Atividades";"2830";"Escola de Sete Horas";"2830 - Escola de Sete Horas";"33903100";"Premiações Culturais, Artísticas, Científicas, Desport. e Outras";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"31";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14500";"0,00";"6365,00";"-6365,00";"0,00";"0,00";"8135,00";"0,00";"0,00";"0,00";"8135,00";"8135,00";"8135,00";"8135,00";"8135,00";"0,00";"2026/09/04 13:25:08"
"2010-01-01";"2010-12-31";"2010";"2010";"Direta";"16";"SME";"Secretaria Municipal de Educação";"10";"Gabinete do Secretário";"12";"Educação";"122";"Administração Geral";"1126";"Acesso à educação e qualidade do ensino - Ampliação do tempo de permanência do aluno";"Atividades";"Atividades";"2830";"Escola de Sete Horas";"2830 - Escola de Sete Horas";"33903200";"Material de Distribuição Gratuita";"3";"Despesas Correntes";"3";"OUTRAS DESPESAS CORRENTES";"90";"Aplicações Diretas";"32";"00";"Tesouro Municipal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"572000";"0,00";"572000,00";"-572000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2026/09/04 13:25:08"
